onset	duration	trial_type	modality	stimulus	word	operation	recalled	rt
1	10000	Volume1	n/a	n/a	n/a	n/a	NaN	NaN
10002	10000	Volume2	n/a	n/a	n/a	n/a	NaN	NaN
20001	10000	Volume3	n/a	n/a	n/a	n/a	NaN	NaN
30002	10000	Volume4	n/a	n/a	n/a	n/a	NaN	NaN
35556	15000	Stimulus Onset	Visual	BIKE	MOUNTAIN	encoding	1	0.99846808222901
40002	10000	Volume5	n/a	n/a	n/a	n/a	NaN	NaN
50002	10000	Volume6	n/a	n/a	n/a	n/a	NaN	NaN
60002	10000	Volume7	n/a	n/a	n/a	n/a	NaN	NaN
70002	10000	Volume8	n/a	n/a	n/a	n/a	NaN	NaN
80002	10000	Volume9	n/a	n/a	n/a	n/a	NaN	NaN
85872	15000	Stimulus Onset	Visual	UNDERWATER	PEAR	encoding	1	0.804316295287208
90002	10000	Volume10	n/a	n/a	n/a	n/a	NaN	NaN
100002	10000	Volume11	n/a	n/a	n/a	n/a	NaN	NaN
110001	10000	Volume12	n/a	n/a	n/a	n/a	NaN	NaN
120002	10000	Volume13	n/a	n/a	n/a	n/a	NaN	NaN
130001	10000	Volume14	n/a	n/a	n/a	n/a	NaN	NaN
136105	15000	Stimulus Onset	Visual	UNDERWATER	PIE	encoding	1	0.697805901339962
140002	10000	Volume15	n/a	n/a	n/a	n/a	NaN	NaN
150001	10000	Volume16	n/a	n/a	n/a	n/a	NaN	NaN
160002	10000	Volume17	n/a	n/a	n/a	n/a	NaN	NaN
170002	10000	Volume18	n/a	n/a	n/a	n/a	NaN	NaN
180002	10000	Volume19	n/a	n/a	n/a	n/a	NaN	NaN
186337	15000	Stimulus Onset	Visual	WATERMILL	APPLE	encoding	0	NaN
190002	10000	Volume20	n/a	n/a	n/a	n/a	NaN	NaN
200002	10000	Volume21	n/a	n/a	n/a	n/a	NaN	NaN
210002	10000	Volume22	n/a	n/a	n/a	n/a	NaN	NaN
220001	10000	Volume23	n/a	n/a	n/a	n/a	NaN	NaN
230002	10000	Volume24	n/a	n/a	n/a	n/a	NaN	NaN
236570	15000	Stimulus Onset	Visual	FARM	ONION	encoding	0	NaN
240001	10000	Volume25	n/a	n/a	n/a	n/a	NaN	NaN
250002	10000	Volume26	n/a	n/a	n/a	n/a	NaN	NaN
260002	10000	Volume27	n/a	n/a	n/a	n/a	NaN	NaN
270002	10000	Volume28	n/a	n/a	n/a	n/a	NaN	NaN
280002	10000	Volume29	n/a	n/a	n/a	n/a	NaN	NaN
286886	15000	Stimulus Onset	Visual	BIKE	PIG	encoding	0	NaN
290002	10000	Volume30	n/a	n/a	n/a	n/a	NaN	NaN
300002	10000	Volume31	n/a	n/a	n/a	n/a	NaN	NaN
310001	10000	Volume32	n/a	n/a	n/a	n/a	NaN	NaN
320002	10000	Volume33	n/a	n/a	n/a	n/a	NaN	NaN
330001	10000	Volume34	n/a	n/a	n/a	n/a	NaN	NaN
337202	15000	Stimulus Onset	Visual	WATERMILL	BLUEBELL	encoding	1	1.19246079120785
340002	10000	Volume35	n/a	n/a	n/a	n/a	NaN	NaN
350001	10000	Volume36	n/a	n/a	n/a	n/a	NaN	NaN
360002	10000	Volume37	n/a	n/a	n/a	n/a	NaN	NaN
370002	10000	Volume38	n/a	n/a	n/a	n/a	NaN	NaN
380002	10000	Volume39	n/a	n/a	n/a	n/a	NaN	NaN
387518	15000	Stimulus Onset	Visual	FARM	CAR	encoding	1	0.852125411391171
390002	10000	Volume40	n/a	n/a	n/a	n/a	NaN	NaN
400002	10000	Volume41	n/a	n/a	n/a	n/a	NaN	NaN
410002	10000	Volume42	n/a	n/a	n/a	n/a	NaN	NaN
420001	10000	Volume43	n/a	n/a	n/a	n/a	NaN	NaN
430002	10000	Volume44	n/a	n/a	n/a	n/a	NaN	NaN
437833	15000	Stimulus Onset	Visual	BIKE	APRICOT	encoding	1	1.26612566072436
440001	10000	Volume45	n/a	n/a	n/a	n/a	NaN	NaN
450002	10000	Volume46	n/a	n/a	n/a	n/a	NaN	NaN
460001	10000	Volume47	n/a	n/a	n/a	n/a	NaN	NaN
470002	10000	Volume48	n/a	n/a	n/a	n/a	NaN	NaN
480002	10000	Volume49	n/a	n/a	n/a	n/a	NaN	NaN
488066	15000	Stimulus Onset	Visual	BIKE	BARN	encoding	1	0.695703778117604
490002	10000	Volume50	n/a	n/a	n/a	n/a	NaN	NaN
500002	10000	Volume51	n/a	n/a	n/a	n/a	NaN	NaN
510001	10000	Volume52	n/a	n/a	n/a	n/a	NaN	NaN
520002	10000	Volume53	n/a	n/a	n/a	n/a	NaN	NaN
530001	10000	Volume54	n/a	n/a	n/a	n/a	NaN	NaN
538299	15000	Stimulus Onset	Visual	UNDERWATER	ROBIN	encoding	0	NaN
540002	10000	Volume55	n/a	n/a	n/a	n/a	NaN	NaN
550001	10000	Volume56	n/a	n/a	n/a	n/a	NaN	NaN
560002	10000	Volume57	n/a	n/a	n/a	n/a	NaN	NaN
570002	10000	Volume58	n/a	n/a	n/a	n/a	NaN	NaN
580002	10000	Volume59	n/a	n/a	n/a	n/a	NaN	NaN
588531	15000	Stimulus Onset	Visual	FARM	CARNATION	encoding	1	1.65519655184289
590002	10000	Volume60	n/a	n/a	n/a	n/a	NaN	NaN
600002	10000	Volume61	n/a	n/a	n/a	n/a	NaN	NaN
610002	10000	Volume62	n/a	n/a	n/a	n/a	NaN	NaN
620001	10000	Volume63	n/a	n/a	n/a	n/a	NaN	NaN
630002	10000	Volume64	n/a	n/a	n/a	n/a	NaN	NaN
638848	15000	Stimulus Onset	Visual	WATERMILL	WREN	encoding	0	NaN
640001	10000	Volume65	n/a	n/a	n/a	n/a	NaN	NaN
650002	10000	Volume66	n/a	n/a	n/a	n/a	NaN	NaN
660001	10000	Volume67	n/a	n/a	n/a	n/a	NaN	NaN
670002	10000	Volume68	n/a	n/a	n/a	n/a	NaN	NaN
680002	10000	Volume69	n/a	n/a	n/a	n/a	NaN	NaN
689163	15000	Stimulus Onset	Visual	WATERMILL	HEN	encoding	0	NaN
690002	10000	Volume70	n/a	n/a	n/a	n/a	NaN	NaN
700002	10000	Volume71	n/a	n/a	n/a	n/a	NaN	NaN
710002	10000	Volume72	n/a	n/a	n/a	n/a	NaN	NaN
720002	10000	Volume73	n/a	n/a	n/a	n/a	NaN	NaN
730002	10000	Volume74	n/a	n/a	n/a	n/a	NaN	NaN
739479	15000	Stimulus Onset	Visual	UNDERWATER	INDIAN	encoding	1	0.579799332355833
740002	10000	Volume75	n/a	n/a	n/a	n/a	NaN	NaN
750002	10000	Volume76	n/a	n/a	n/a	n/a	NaN	NaN
760002	10000	Volume77	n/a	n/a	n/a	n/a	NaN	NaN
770001	10000	Volume78	n/a	n/a	n/a	n/a	NaN	NaN
780002	10000	Volume79	n/a	n/a	n/a	n/a	NaN	NaN
789795	15000	Stimulus Onset	Visual	FARM	CAKE	encoding	1	0.000113497750135139
790001	10000	Volume80	n/a	n/a	n/a	n/a	NaN	NaN
800002	10000	Volume81	n/a	n/a	n/a	n/a	NaN	NaN
810001	10000	Volume82	n/a	n/a	n/a	n/a	NaN	NaN
820002	10000	Volume83	n/a	n/a	n/a	n/a	NaN	NaN
830001	10000	Volume84	n/a	n/a	n/a	n/a	NaN	NaN
840002	10000	Volume85	n/a	n/a	n/a	n/a	NaN	NaN
840027	15000	Stimulus Onset	Visual	UNDERWATER	CORKSCREW	encoding	1	1.95605222224731
850001	10000	Volume86	n/a	n/a	n/a	n/a	NaN	NaN
860002	10000	Volume87	n/a	n/a	n/a	n/a	NaN	NaN
870002	10000	Volume88	n/a	n/a	n/a	n/a	NaN	NaN
880002	10000	Volume89	n/a	n/a	n/a	n/a	NaN	NaN
890002	10000	Volume90	n/a	n/a	n/a	n/a	NaN	NaN
890344	15000	Stimulus Onset	Visual	UNDERWATER	NECKLACE	encoding	1	0.775531937693813
900002	10000	Volume91	n/a	n/a	n/a	n/a	NaN	NaN
910002	10000	Volume92	n/a	n/a	n/a	n/a	NaN	NaN
920002	10000	Volume93	n/a	n/a	n/a	n/a	NaN	NaN
930002	10000	Volume94	n/a	n/a	n/a	n/a	NaN	NaN
940002	10000	Volume95	n/a	n/a	n/a	n/a	NaN	NaN
940659	15000	Stimulus Onset	Visual	FARM	STORK	encoding	1	2.05580255738096
950002	10000	Volume96	n/a	n/a	n/a	n/a	NaN	NaN
960002	10000	Volume97	n/a	n/a	n/a	n/a	NaN	NaN
970002	10000	Volume98	n/a	n/a	n/a	n/a	NaN	NaN
980001	10000	Volume99	n/a	n/a	n/a	n/a	NaN	NaN
990002	10000	Volume100	n/a	n/a	n/a	n/a	NaN	NaN
990975	15000	Stimulus Onset	Visual	BIKE	HEROIN	encoding	1	1.02661854281723
